Seq	zspec	lmass	Fu	e_Fu	Fr	e_Fr
19456	          	  9.14	 4.11473e-01	 4.17540e-03	 8.26213e-01	 1.52493e-02
19457	          	  8.09	 1.28735e-01	 2.36001e-03	 2.99747e-01	 1.45231e-02
19458	          	 10.01	 1.84776e+00	 2.92278e-02	 3.34106e+00	 1.13280e-01
19459	          	  9.57	 3.53794e-01	 2.72309e-03	 5.46469e-01	 1.16185e-02
19460	          	 10.27	 1.37545e+00	 1.79905e-01	 3.62360e+00	 2.46893e-01
19461	          	  8.70	 7.47000e-02	 1.05293e-02	 1.68175e-01	 8.89541e-03
19462	          	  8.89	 5.46498e-01	 5.80925e-03	 1.11272e+00	 6.53540e-03
19463	          	 10.48	 5.71441e-01	 6.35387e-02	 2.29944e+00	 1.06745e-01
19464	          	  8.54	 9.10701e-02	 9.80311e-03	 1.49668e-01	 8.53233e-03
19465	          	  9.04	 1.31122e-01	 6.89848e-03	 2.64701e-01	 1.77908e-02
19466	          	  7.82	 2.91068e-02	 8.89541e-03	 6.31342e-02	 1.36154e-02
19467	          	 10.43	 3.80277e-01	 0.00000e+00	 2.56270e+00	 0.00000e+00
19468	          	  8.80	 1.11408e-01	 1.12554e-02	 1.88041e-01	 1.50677e-02
19469	          	  8.46	 1.09696e-01	 6.89848e-03	 2.51026e-01	 4.17540e-03
19470	          	  8.84	 1.88379e-01	 9.07695e-04	 3.34459e-01	 1.37970e-02
19471	          	  9.46	 2.37165e-01	 2.88647e-02	 4.69318e-01	 1.83354e-02
19472	          	  9.27	 2.04974e-01	 2.43262e-02	 3.96282e-01	 3.73970e-02
19473	          	  9.13	 2.27854e-01	 2.85016e-02	 5.52144e-01	 3.95755e-02
19474	          	  8.74	 3.25996e-02	 1.27077e-02	 1.27308e-01	 2.12401e-02
19475	          	  8.49	 7.71439e-02	 9.25849e-03	 4.01038e-02	 4.17540e-03
19476	          	  8.68	 9.72432e-01	 1.07471e-01	 2.49680e+00	 1.92613e-01
19477	          	  8.87	 2.10233e-01	 1.32523e-02	 4.20684e-01	 7.44310e-03
19478	          	  9.18	 3.78139e-01	 2.72309e-03	 2.73086e-01	 6.11787e-02
19479	          	 10.19	 1.49983e-01	 1.27077e-03	 1.35013e+00	 1.14370e-02
19480	          	  8.10	 1.22615e-01	 8.53233e-03	 3.18443e-01	 4.53848e-03
19481	          	  7.06	 7.99059e-02	 5.08309e-03	 1.56572e-01	 1.45231e-03
19482	          	  8.44	 1.16824e-01	 2.72309e-03	 2.69617e-01	 5.08309e-03
19483	          	  7.61	 4.71388e-02	 1.08923e-03	 5.87152e-01	 1.92431e-02
19484	          	 10.13	 1.60808e+00	 1.30708e-02	 1.79599e+00	 1.99693e-02
19485	          	 10.39	 3.24668e-01	 9.07695e-04	 1.68685e+00	 9.80311e-03
19486	          	  8.52	 1.11157e-01	 2.17847e-03	 1.66347e-01	 1.27077e-02
19487	          	 11.21	 9.72668e-01	 0.00000e+00	 6.91700e+00	 0.00000e+00
19488	          	  8.18	 3.71505e-02	 9.62157e-03	 9.63635e-02	 1.07108e-02
19489	          	  8.79	 3.31547e-01	 9.07695e-04	 3.40895e-01	 2.54155e-03
19490	  0.368000	  9.66	 1.25536e+00	 8.16926e-02	 7.97860e+00	 2.18028e-01
19491	          	  9.59	 6.30013e-01	 2.36001e-03	 8.35784e-01	 1.76093e-02
19492	          	  9.72	 1.98398e+00	 4.72001e-02	 5.22589e+00	 2.10585e-02
19493	          	  8.36	 2.11529e+00	 2.08770e-02	 3.88519e+00	 5.04678e-02
19494	  2.694000	  9.44	 5.25940e-01	 9.98465e-03	 9.73176e-01	 3.24955e-02
19495	          	  8.93	 1.87454e-01	 7.26156e-03	 3.93152e-01	 1.36154e-02
19496	          	  9.00	 1.71953e-01	 6.17233e-03	 2.67125e-01	 1.57939e-02
19497	          	  8.57	 8.43430e-02	 1.21631e-02	 1.43159e-01	 8.53233e-03
19498	          	  8.07	 4.56887e-02	 7.26156e-03	 7.37720e-02	 1.61570e-02
19499	          	  9.79	 2.28636e+00	 7.44310e-02	 6.21165e+00	 4.99232e-02
19500	          	  8.89	 1.16468e-01	 3.81232e-03	 2.27133e-01	 1.76093e-02
19501	          	  5.57	 2.40115e-02	 7.26156e-03	 9.32628e-02	 2.23293e-02
19502	          	  8.28	 3.29405e-03	 1.14370e-02	 2.71528e-02	 1.50677e-02
19503	  1.610000	 10.10	 1.84231e+00	 1.45231e-02	 5.66144e+00	 1.46684e-01
19504	          	  7.88	 8.55996e-02	 3.26770e-03	 9.37965e-02	 1.43416e-02
19505	          	  7.88	 1.43382e-01	 7.98772e-03	 2.42898e-01	 2.17847e-03
19506	          	  7.31	 9.73612e-02	 5.26463e-03	 2.77744e-01	 4.90155e-03
19507	          	  5.40	 2.55934e-02	 7.26156e-04	 3.07706e-01	 9.07695e-03
19508	          	  8.77	 1.24330e-01	 5.80925e-03	 1.52517e-01	 2.32370e-02
19509	          	  9.00	 6.52640e-01	 3.81232e-03	 4.90471e-01	 2.36001e-03
19510	          	  9.31	 4.93325e-02	 3.81232e-03	 1.89311e-01	 2.05139e-02
19511	          	  8.71	 1.59428e-01	 7.62464e-03	 6.92956e-01	 1.14370e-02
19512	          	  8.50	 3.62327e-02	 1.45231e-03	 4.69413e-02	 7.26156e-03
19513	          	  7.94	 1.33247e-01	 2.16031e-02	 3.73782e-01	 1.32523e-02
19514	          	  9.21	 4.22260e-01	 1.35610e-01	 1.01934e+00	 1.01299e-01
19515	          	  8.17	 2.23026e-01	 1.41600e-02	 4.95656e-01	 3.26770e-03
19516	          	  9.70	 5.89512e-01	 4.30247e-02	 2.19432e+00	 8.06033e-02
19517	          	  7.72	 2.68625e-02	 3.99386e-03	 8.01005e-02	 8.53233e-03
19518	  0.533000	  9.68	 6.60025e-01	 2.92278e-02	 4.48463e+00	 1.21450e-01
19519	          	  8.84	 2.54111e-01	 8.89541e-03	 5.74970e-01	 1.90616e-02
19520	          	  8.30	 1.88582e-02	 3.26770e-03	 5.24757e-02	 7.62464e-03
19521	          	  9.37	 4.14595e-01	 3.08616e-03	 6.86780e-01	 1.28893e-02
19522	          	  7.88	 6.15686e-02	 2.90462e-03	 1.42217e-01	 2.17847e-03
19523	          	  7.85	 4.12929e-02	 7.80618e-03	 7.06259e-02	 2.43262e-02
19524	          	  9.11	 2.53219e-01	 1.63385e-03	 4.08710e-01	 8.71387e-03
19525	          	  8.99	 3.49699e-01	 2.36001e-03	 6.14749e-01	 4.53848e-03
19526	          	  8.35	 2.61783e-02	 1.27077e-03	 7.95900e-02	 2.72309e-03
19527	          	  9.00	 1.75349e-01	 2.03324e-02	 2.53200e-01	 2.57785e-02
19528	          	  9.01	 1.41835e+00	 2.94093e-02	 3.44997e+00	 2.74124e-02
19529	          	  9.31	 6.16271e-02	 1.07108e-02	 1.89143e-01	 4.53848e-03
19530	          	  8.01	 4.88892e-02	 4.35694e-03	 7.72902e-02	 3.44924e-03
19531	          	  8.87	 1.29799e-01	 6.71694e-03	 2.63200e-01	 9.07695e-03
19532	          	  9.11	 2.25143e+00	 3.86678e-02	 4.77782e+00	 5.62771e-03
19533	          	  9.43	 3.04967e-01	 1.77908e-02	 8.86295e-01	 1.43416e-02
19534	          	  9.82	 2.30812e+00	 9.63972e-02	 2.32378e+00	 5.55509e-02
19535	          	  9.12	 1.87999e-01	 2.36001e-03	 2.00855e-01	 2.72309e-03
19536	          	  9.20	 8.00834e-01	 4.84709e-02	 9.05041e-01	 2.12401e-02
19537	          	  8.81	 2.85080e-01	 6.49910e-02	 4.09410e-01	 3.97570e-02
19538	          	  8.52	 7.50555e-02	 1.27077e-02	 1.60448e-01	 8.53233e-03
19539	          	  9.16	 2.60768e-01	 1.30708e-02	 1.31832e+00	 1.86985e-02
19540	          	  8.64	 5.42457e-02	 5.26463e-03	 5.25029e-02	 7.08002e-03
19541	  1.038000	  8.67	 4.62325e-01	 2.23293e-02	 7.90109e-01	 6.35387e-03
19542	          	  8.40	 2.59622e-02	 4.17540e-03	 7.74308e-02	 1.70647e-02
19543	          	  8.54	 5.76074e-02	 3.99386e-03	 1.04127e-01	 3.26770e-03
19544	  2.708000	  9.92	 1.29548e+00	 3.63078e-02	 2.54117e+00	 2.26561e-01
19545	  1.221000	 10.42	 6.78636e-01	 3.34032e-02	 3.76381e+00	 9.93018e-02
19546	          	 10.56	 6.92521e-01	 0.00000e+00	 4.34296e+00	 0.00000e+00
19547	          	  9.48	 3.33835e-01	 2.34185e-02	 7.52937e-01	 3.08616e-02
19548	          	 10.95	 6.14063e+00	 0.00000e+00	 4.85479e+01	 0.00000e+00
19549	          	  8.03	 1.14440e-02	 9.62157e-03	 3.31387e-02	 1.50677e-02
19550	          	  8.91	 1.44267e-01	 1.52493e-02	 2.70687e-01	 5.71848e-02
19551	          	  9.26	 6.04133e-02	 6.35387e-03	 1.76129e-01	 7.98772e-03
19552	          	  8.78	 2.02962e-01	 2.48708e-02	 2.58191e-01	 2.10585e-02
19553	          	  8.17	 1.20456e-02	 1.52493e-02	 7.42894e-02	 2.66862e-02
19554	          	  9.20	 1.04308e-01	 1.90616e-02	 1.63692e-01	 4.06647e-02
19555	          	  8.88	 1.75243e-01	 8.89541e-03	 3.04655e-01	 1.05293e-02
19556	          	  8.84	 2.07435e-01	 7.80618e-03	 3.82241e-01	 1.52493e-02
19557	          	  9.05	 2.93721e-01	 1.99693e-03	 3.87611e-01	 7.44310e-03
19558	          	  8.14	 8.24267e-02	 3.26770e-03	 1.08732e-01	 1.45231e-03
19559	          	  8.40	 1.06321e-01	 8.35080e-03	 1.18090e-01	 9.80311e-03
19560	          	  8.90	 3.05898e-02	 9.07695e-03	 1.09688e-01	 2.17847e-02
19561	          	  8.30	 1.53885e-01	 9.44003e-03	 2.64837e-01	 1.81539e-03
19562	          	  8.99	 1.17793e-01	 5.44617e-04	 1.74361e-01	 2.72309e-03
19563	          	  8.16	 2.28070e-02	 1.45231e-03	 4.29340e-02	 1.08923e-03
19564	          	  9.54	 1.23705e-01	 6.35387e-03	 2.50358e-01	 4.72001e-03
19565	          	 10.85	 2.56612e+00	 7.97864e-01	 7.90613e+00	 1.39222e+00
19566	          	  9.23	 2.72873e-01	 1.57939e-02	 5.66732e-01	 1.05293e-02
19567	          	  8.76	 2.64635e-01	 7.80618e-03	 4.97156e-01	 1.54308e-02
19568	          	  8.77	 5.31782e-01	 6.35387e-03	 1.38345e+00	 6.89848e-03
19569	          	  8.78	 2.95654e-01	 2.54155e-03	 3.46255e-01	 1.63385e-03
19570	          	  7.10	 2.99228e-02	 4.17540e-03	 5.23914e-02	 1.08923e-03
19571	          	  9.07	 9.19651e-02	 2.72309e-03	 1.65641e-01	 2.66862e-02
19572	          	  8.18	 2.92560e-02	 1.99693e-03	 7.64134e-02	 9.07695e-04
19573	          	  6.36	 1.01683e-01	 4.35694e-03	 1.94763e-01	 1.08923e-03
19574	          	      	 7.78396e-02	 3.41293e-02	 6.75231e-01	 1.63567e-01
19575	          	  8.26	 7.78167e+00	 1.99693e-03	 3.32911e+01	 7.71541e-02
19576	          	  7.65	 9.10288e-02	 2.90462e-03	 7.06129e-02	 1.99693e-03
19577	          	  8.82	 1.47546e-01	 2.17847e-03	 2.58570e+00	 3.06801e-02
19578	  1.221000	  9.98	 1.16323e+00	 2.52339e-02	 3.74845e+00	 4.24801e-02
19579	          	  9.01	 1.32937e-01	 3.99386e-03	 1.94830e-01	 1.34339e-02
19580	          	  8.93	 1.08291e-01	 3.63078e-03	 1.72432e-01	 1.08923e-03
19581	          	  8.44	 7.15220e-02	 2.54155e-03	 1.24689e-01	 6.89848e-03
19582	          	  9.17	 4.01866e-01	 1.16185e-02	 6.67722e-01	 1.79724e-02
19583	          	 10.23	 2.50816e-01	 1.85170e-02	 9.37373e-01	 1.88982e-01
19584	          	  8.26	 2.85212e-02	 3.63078e-03	 8.43394e-02	 3.81232e-03
19585	          	  9.17	 8.26260e-02	 1.34339e-02	 1.81483e-01	 3.04986e-02
19586	          	  9.28	 9.17171e-02	 2.54155e-03	 1.56677e-01	 4.90155e-03
19587	          	  9.01	 3.74290e-01	 4.79263e-02	 1.33262e+00	 7.08002e-02
19588	          	  8.31	 7.00879e-02	 1.03477e-02	 2.34191e-01	 1.83354e-02
19589	          	  6.95	 3.75372e-02	 1.81539e-03	 9.40626e-02	 1.08923e-02
19590	          	  9.69	 5.71416e-01	 2.17847e-03	 7.02008e-01	 1.56124e-02
19591	          	  8.15	 2.94161e-02	 3.63078e-03	 7.42407e-02	 7.80618e-03
19592	          	  9.57	 1.81806e-01	 1.47047e-02	 4.29456e-01	 7.71541e-02
19593	          	  9.08	 3.15159e-01	 4.35694e-03	 6.64676e-01	 2.43262e-02
19594	          	  8.41	 7.33483e-02	 4.72001e-03	 7.10206e-02	 1.72462e-02
19595	          	  7.53	 4.63850e-02	 4.17540e-03	 6.48207e-02	 1.27077e-03
19596	  0.523000	  8.99	 2.90863e+00	 2.26924e-02	 6.03389e+00	 1.07108e-02
19597	          	  8.27	 7.75854e-02	 5.80925e-03	 1.47888e-01	 5.26463e-03
19598	          	  8.68	 4.62286e-01	 4.72001e-03	 7.55442e-01	 1.08923e-03
19599	          	  8.31	 3.16099e-02	 3.44924e-03	 6.54085e-02	 3.03170e-02
19600	          	  8.38	 2.26959e-01	 5.48248e-02	 2.82967e-01	 4.61109e-02
19601	          	  8.24	 3.34376e-02	 3.44924e-03	 7.67500e-02	 3.99386e-03
19602	          	  8.24	 1.39729e-01	 5.08309e-03	 2.32752e-01	 1.99693e-03
19603	          	  8.68	 3.01992e-01	 5.99079e-03	 2.93543e-01	 2.12401e-02
19604	          	  7.49	 8.64612e-02	 3.44924e-03	 2.12254e-01	 9.07695e-04
19605	          	 10.58	 1.07261e+00	 0.00000e+00	 7.23760e+00	 0.00000e+00
19606	          	  7.67	 3.20512e-02	 1.36154e-02	 8.20611e-02	 2.45078e-02
19607	  0.736000	  9.55	 2.25385e+00	 4.84709e-02	 6.26564e+00	 4.88340e-02
19608	          	  9.63	 1.17849e+00	 1.68831e-02	 2.21939e+00	 7.26156e-03
19609	          	  8.52	 8.80660e-02	 2.68678e-02	 9.86109e-02	 1.39785e-02
19610	          	  7.45	 1.82823e-02	 5.44617e-03	 7.35632e-02	 7.80618e-03
19611	          	  7.80	 2.53242e-02	 1.47047e-02	 2.43987e-01	 2.66862e-02
19612	          	  9.64	 7.87970e-02	 3.81232e-03	 2.93591e-01	 6.35387e-03
19613	          	  8.69	 4.58128e-02	 1.23447e-02	 1.07809e-01	 3.81232e-03
19614	          	  7.80	 2.96960e-02	 1.08923e-03	 1.36618e-01	 3.81232e-03
19615	          	  8.92	 4.16854e-01	 7.98772e-03	 6.12048e-01	 3.35847e-02
19616	          	  8.23	 1.09772e-01	 5.62771e-03	 1.14709e-01	 2.36001e-03
19617	          	  9.72	 3.66567e-01	 1.08923e-02	 1.17011e+00	 2.86832e-02
19618	          	  8.31	 1.13539e-01	 5.08309e-03	 1.58017e-01	 2.90462e-03
19619	          	  8.74	 7.76602e-02	 7.80618e-03	 1.97214e-01	 1.67016e-02
19620	          	  9.18	 1.35687e-01	 1.23447e-02	 2.04768e-01	 1.36154e-02
19621	          	  9.21	 2.69156e-01	 3.08616e-03	 3.52238e-01	 4.72001e-03
19622	          	  8.84	 2.51294e-01	 5.44617e-04	 3.17120e-01	 1.63385e-03
19623	          	  9.22	 5.86665e-01	 2.90462e-02	 8.88688e-01	 6.64433e-02
19624	          	  8.39	 5.50034e-01	 4.95602e-02	 1.24355e+00	 9.51265e-02
19625	          	  8.74	 2.23308e-01	 2.36001e-03	 2.89929e-01	 2.90462e-03
19626	          	  8.90	 2.91818e-02	 4.72001e-03	 5.06875e-02	 1.21631e-02
19627	          	  8.42	 4.32738e-02	 5.44617e-04	 6.08232e-02	 2.17847e-03
19628	          	  8.03	 5.87791e-02	 4.90155e-03	 1.24492e-01	 3.81232e-03
19629	          	  8.85	 4.24108e-01	 1.56124e-02	 6.51329e-01	 3.26770e-03
19630	          	  5.54	 2.86105e-03	 3.63078e-03	 2.92964e-02	 1.05293e-02
19631	          	  7.57	 3.24417e-01	 1.34339e-02	 7.07381e-01	 4.17540e-03
19632	          	  9.02	 2.76926e-01	 1.96062e-02	 1.00391e+00	 1.56124e-02
19633	          	  9.11	 2.31561e-01	 4.42955e-02	 3.34738e-01	 4.44771e-02
19634	          	  7.85	 9.92198e-02	 8.35080e-03	 8.05104e-02	 2.36001e-03
19635	          	  7.90	 3.24636e-02	 5.44617e-03	 6.95734e-02	 4.17540e-03
19636	          	  9.10	 1.05719e-01	 1.88801e-02	 2.47579e-01	 4.04832e-02
19637	          	  7.20	 3.12859e-02	 3.26770e-03	 8.28112e-02	 1.63385e-03
19638	          	  9.32	 3.19520e-01	 1.16185e-02	 4.55939e-01	 4.13909e-02
19639	          	  8.91	 2.38560e-01	 1.32523e-02	 5.74651e-01	 2.55970e-02
19640	          	  9.41	 9.27973e-01	 5.44617e-04	 9.88190e-01	 4.35694e-03
19641	          	  7.29	 4.54603e-02	 5.62771e-03	 1.20293e-01	 2.17847e-03
19642	          	  9.42	 4.91608e-01	 5.37356e-02	 1.12541e+00	 1.67016e-02
19643	          	  9.22	 4.48931e-01	 9.98465e-03	 9.34875e-01	 1.27077e-02
19644	  3.149000	  9.74	 5.08291e-01	 1.50677e-02	 9.58065e-01	 1.70647e-02
19645	          	  8.68	 1.14229e-01	 1.45231e-02	 2.25731e-01	 5.99079e-03
19646	  1.295000	 10.23	 1.78697e+00	 5.48248e-02	 6.02154e+00	 4.97417e-02
19647	          	  8.91	 2.78177e-01	 9.62157e-03	 6.23975e-01	 2.36001e-03
19648	          	  8.90	 3.36756e-02	 9.07695e-04	 6.20268e-01	 1.56124e-02
19649	          	  8.36	 3.34767e-01	 5.08309e-03	 7.98608e-01	 5.44617e-03
19650	          	  8.60	 5.29774e-02	 8.35080e-03	 1.15554e-01	 5.08309e-03
19651	          	  8.59	 8.94839e-02	 1.21631e-02	 1.77983e-01	 1.07108e-02
19652	          	  8.60	 7.93798e-02	 1.05293e-02	 1.57341e-01	 7.62464e-03
19653	          	  9.85	 2.82584e-01	 1.18000e-02	 1.11778e+00	 4.17540e-02
19654	          	  9.35	 4.67133e-01	 1.63385e-03	 7.32815e-01	 5.44617e-03
19655	          	  9.13	 6.11863e-02	 1.14370e-02	 2.94327e-01	 2.65047e-02
19656	          	  9.33	 4.20622e-01	 9.98465e-03	 5.23831e-01	 2.10585e-02
19657	          	  8.82	 9.46094e-03	 3.08616e-03	 4.59922e-02	 2.99539e-02
19658	          	  9.46	 8.60157e-02	 2.66862e-02	 2.22224e-01	 6.80771e-02
19659	          	  8.94	 1.98056e-02	 2.34367e-01	 1.67360e-01	 3.33306e-01
19660	          	  9.51	 2.23205e-01	 3.63078e-03	 4.46935e-01	 4.17540e-03
19661	          	  8.47	 2.28948e-01	 4.72001e-03	 4.75959e-01	 5.08309e-03
19662	          	  8.60	 8.37461e-02	 1.63385e-03	 1.48915e-01	 9.07695e-03
19663	          	 10.01	 1.41623e+00	 1.16185e-02	 1.68850e+00	 2.61416e-02
19664	          	  8.87	 7.99309e-02	 4.35694e-03	 1.18976e-01	 8.71387e-03
19665	          	  9.46	 3.21962e-01	 3.15878e-02	 5.82312e-01	 1.86985e-02
19666	          	  8.13	 1.83716e-01	 3.44924e-03	 3.62851e-01	 4.17540e-03
19667	          	  8.60	 7.13176e-02	 4.53848e-03	 1.12114e-01	 7.26156e-03
19668	          	  8.82	 5.99166e-02	 5.62771e-03	 7.34612e-02	 3.44924e-03
19669	          	  7.47	 7.08391e-02	 7.62464e-03	 1.97445e-01	 2.32370e-02
19670	          	  8.86	 8.72880e-01	 1.59754e-02	 1.97571e+00	 8.53233e-03
19671	          	  8.20	 1.59786e-01	 5.26463e-03	 1.88362e-01	 2.36001e-03
19672	          	  8.71	 3.16968e-01	 9.07695e-04	 4.35723e-01	 2.32370e-02
19673	          	  9.04	 2.73478e-01	 3.06801e-02	 3.19256e-01	 4.06647e-02
19674	          	  9.04	 1.42353e-01	 1.23447e-02	 4.14214e-01	 8.35080e-03
19675	          	  9.42	 1.32961e-01	 6.48094e-02	 2.71915e-01	 1.03114e-01
19676	          	  9.03	 1.46209e-01	 1.63385e-03	 1.74072e-01	 1.45231e-03
19677	          	  8.38	 3.66455e-01	 7.08002e-03	 9.57949e-01	 5.99079e-03
19678	          	  8.48	 9.55215e-02	 1.81539e-03	 1.61440e-01	 9.25849e-03
19679	          	  7.92	 2.54861e-02	 8.53233e-03	 9.77508e-02	 1.48862e-02
19680	          	  9.73	 1.39162e+00	 3.79417e-02	 4.52526e+00	 5.04678e-02
19681	          	  7.16	 2.43604e-02	 5.80925e-03	 1.68434e-01	 5.44617e-03
19682	          	  9.09	 5.78100e-01	 1.81539e-02	 1.03679e+00	 2.90462e-03
19683	          	  9.82	 7.59109e-01	 1.33250e-01	 2.06333e+00	 4.25891e-01
19684	          	  8.66	 3.77819e-02	 5.44617e-04	 6.00923e-02	 2.17847e-03
19685	          	  8.57	 9.34051e-02	 8.71387e-03	 2.37818e-01	 9.98465e-03
19686	          	  8.37	 6.46214e-02	 6.35387e-03	 1.18552e-01	 2.05139e-02
19687	          	  9.18	 9.96682e-03	 9.38557e-02	 7.94422e-03	 1.81539e-01
19688	          	  8.50	 1.97902e-01	 2.90462e-03	 3.34949e-01	 2.54155e-03
19689	          	  8.18	 8.84400e-03	 1.63385e-03	 4.24496e-02	 5.80925e-03
19690	          	  8.50	 1.16021e-01	 1.01662e-02	 1.90593e-01	 4.17540e-03
19691	          	  9.23	 4.56008e-02	 3.44924e-03	 1.41903e-01	 3.70340e-02
19692	          	 10.14	 3.87855e-01	 5.19202e-02	 1.21456e+00	 1.41237e-01
19693	          	  7.78	 1.48563e-02	 2.72309e-03	 2.38779e-01	 1.43416e-02
19694	          	  8.32	 6.11935e-02	 2.72309e-03	 1.44466e-01	 2.54155e-03
19695	          	  9.15	 7.33908e-02	 1.16185e-02	 1.44905e-01	 1.68831e-02
19696	          	  9.13	 5.12695e-01	 3.39478e-02	 8.15201e-01	 1.92431e-02
19697	  1.221000	  9.97	 1.90879e+01	 1.63022e-01	 2.67261e+01	 5.19202e-01
19698	          	  8.97	 1.82767e-01	 1.99693e-03	 1.64583e-01	 1.27077e-02
19699	          	  8.65	 9.20141e-02	 9.98465e-03	 2.30090e-01	 6.17233e-03
19700	          	  8.99	 1.08911e-01	 1.52493e-02	 2.85594e-01	 6.71694e-03
19701	          	  8.42	 7.76951e-02	 1.25262e-02	 2.39882e-01	 8.35080e-03
19702	          	  7.88	 3.66338e-02	 6.71694e-03	 5.79621e-02	 4.17540e-03
19703	          	  9.02	 8.60186e-01	 3.90309e-02	 1.97514e+00	 3.75786e-02
19704	          	  8.42	 2.92862e-02	 2.90462e-03	 7.17039e-02	 1.10739e-02
19705	          	  8.96	 1.34882e-01	 1.41600e-02	 2.11678e-01	 3.44924e-03
19706	          	  7.01	 1.16779e-02	 3.44924e-03	 6.30256e-02	 7.44310e-03
19707	          	  9.52	 1.49740e+00	 9.25849e-03	 2.15062e+00	 1.19816e-02
19708	          	  8.55	 3.74254e-02	 3.08616e-03	 8.53811e-02	 5.44617e-03
19709	          	  9.36	 2.37132e-01	 3.44924e-03	 4.74558e-01	 4.04832e-02
19710	  1.109000	 10.52	 5.35431e-01	 0.00000e+00	 3.10046e+00	 0.00000e+00
19711	          	  8.99	 7.28810e-02	 4.90155e-03	 9.33819e-02	 1.76093e-02
19712	          	  9.21	 4.36569e-01	 1.41600e-02	 6.97934e-01	 1.54308e-02
19713	          	  8.92	 4.06582e-01	 9.44003e-03	 1.19113e+00	 1.10739e-02
19714	          	  9.57	 2.12325e-01	 4.90155e-03	 3.86083e-01	 1.59754e-02
19715	          	  8.81	 8.28733e-01	 3.63078e-04	 1.15924e+00	 7.26156e-04
19716	          	  8.87	 1.56173e-01	 9.80311e-03	 3.97581e-01	 8.35080e-03
19717	          	 10.25	 5.72393e-01	 2.72309e-02	 1.51589e+00	 1.12373e-01
19718	          	  8.50	 4.67510e-02	 2.97724e-02	 1.42796e-01	 6.82587e-02
19719	          	  8.81	 8.91585e-02	 1.34339e-02	 1.20850e-01	 1.65201e-02
19720	          	  8.34	 2.43519e-01	 4.35694e-03	 5.71594e-01	 3.99386e-03
19721	          	  8.88	 1.96857e-01	 7.44310e-03	 4.71816e-01	 4.35694e-03
19722	          	  8.07	 3.86083e-02	 8.71387e-03	 8.56614e-02	 9.80311e-03
19723	          	  7.27	 9.38488e-02	 3.44924e-03	 1.75277e-01	 1.99693e-03
19724	          	  9.83	 8.65102e-01	 7.44310e-03	 1.11646e+00	 1.59754e-02
19725	          	  7.68	 3.87891e-02	 6.17233e-03	 5.92667e-02	 1.88801e-02
19726	          	  8.30	 2.51293e-02	 5.62771e-03	 6.99858e-02	 2.86832e-02
19727	          	  8.86	 5.37454e-02	 3.26770e-03	 1.02240e-01	 1.05293e-02
19728	          	  6.56	 4.65793e-02	 5.62771e-03	 9.74763e-02	 4.17540e-03
19729	          	  9.82	 1.88868e-01	 9.44003e-03	 6.24727e-01	 2.85016e-02
19730	          	  8.35	 1.57229e-01	 1.21631e-02	 4.24798e-01	 4.72001e-03
19731	          	  9.56	 6.14793e-01	 9.80311e-03	 4.68418e+00	 1.32523e-02
19732	  0.231000	  9.32	 7.59784e+00	 9.44003e-02	 2.31107e+01	 2.88829e-01
19733	          	  9.62	 1.90687e-01	 2.06954e-02	 5.76818e-01	 7.44310e-03
19734	  0.966000	  9.50	 7.52523e-01	 2.81385e-02	 2.54220e+00	 5.53694e-02
19735	          	  8.78	 5.45710e-01	 7.62464e-03	 9.29988e-01	 8.16926e-03
19736	          	  7.07	 1.66906e-02	 4.53848e-03	 3.88639e-02	 5.44617e-03
19737	          	  7.85	 6.74744e-02	 2.72309e-03	 7.20953e-02	 6.53540e-03
19738	          	  7.99	 9.25780e-02	 4.72001e-03	 2.08031e-01	 3.63078e-03
19739	          	  8.94	 8.67575e-02	 7.80618e-03	 1.52649e-01	 9.25849e-03
19740	          	  9.14	 2.85357e-01	 9.80311e-03	 5.31721e-01	 7.26156e-03
19741	  0.735000	 10.79	 3.00950e+00	 0.00000e+00	 2.37875e+01	 0.00000e+00
19742	  1.033000	 10.48	 6.91148e-01	 0.00000e+00	 5.35300e+00	 0.00000e+00
19743	          	  9.22	 9.60374e-01	 2.21478e-02	 2.85200e+00	 1.21631e-02
19744	          	  8.92	 4.10086e-01	 1.37970e-02	 6.41748e-01	 1.52493e-02
19745	          	  8.57	 2.90371e-01	 7.26156e-04	 4.51596e-01	 1.63385e-03
19746	          	  8.80	 2.37597e-01	 2.77755e-02	 2.98701e-01	 5.30094e-02
19747	  0.690000	  8.97	 7.63822e-01	 7.08002e-03	 1.70243e+00	 5.80925e-03
